title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"American - $603: Chicago - Rio de Janiero, Brazil. Roundtrip, including all Taxes",603,0,/Apr 06 2016 - June,10738,ORD - MIA (Miami) - GIG (Rio de Janeiro) - MIA - ORD,<li>Valid for travel until June. Availability is limited. Must purchase at least 21 days in advance of departure</li>,06 Apr 2016,American
"The Shorthaul - American - $76: Los Angeles - Phoenix (and vice versa). Roundtrip, including all Taxes",76,1,/Apr 03 2016 - early June,740,PHX (Phoenix) - LAX - PHX (Phoenix)/LAX - PHX (Phoenix) - LAX,<li>Valid for travel until early June. Blackout around Memorial Day. Availability is limited. Must purchase at least 7 days in advance of departure</li>,03 Apr 2016,American
"American - $70: Baltimore - Chicago (and vice versa). Roundtrip, including all Taxes",70,1,/May,1240,ORD (Chicago) - BWI - ORD (Chicago)/BWI - ORD (Chicago) - BWI,"<li>Valid for travel in May for Tuesday, Wednesday and Saturday departures and returns. Availability is limited. Must purchase at least 21 days in advance of departure</li>",04 Apr 2016,American
"LAN / TAM - $555: New York - Santiago, Chile. Roundtrip, including all Taxes",555,0,/Apr 04 2016 - June,5854,Not Found,<li>Valid for travel until June. Must purchase at least 3 days in advance of departure and by <strong>April 4th (TODAY)</strong></li>,04 Apr 2016,LAN / TAM
"American - $80: Dallas - Fort Lauderdale (and vice versa). Roundtrip, including all Taxes",80,1,/Apr 04 2016 - May,2234,FLL (Fort Lauderdale) - DFW - FLL (Fort Lauderdale)/DFW - FLL (Fort Lauderdale) - DFW,<li>Valid for travel until May. Availability is limited. Must purchase at least 7 days in advance of departure</li>,04 Apr 2016,American
"Delta - $351: Boston - Lima, Peru. Roundtrip, including all Taxes",351,0,/Apr 04 2016 - early May,8266,BOS - ATL (Atlanta) - LIM (Lima) - ATL - BOS,<li>Valid for travel until early May. Availability is extremely limited - just a few scattered dates. Must purchase at least 7 days in advance of departure</li>,04 Apr 2016,Delta
"American - $126: Phoenix - Minneapolis (and vice versa). Roundtrip, including all Taxes",126,1,/Apr 04 2016 - early May,2548,MSP (Minneapolis) - PHX - MSP (Minneapolis)/PHX - MSP (Minneapolis) - PHX,<li>Valid for travel until early May. Availability is limited. Must purchase at least 3 days in advance of departure</li>,04 Apr 2016,American
"United - $643: Portland / Nashville / Milwaukee / Indianapolis - Rio de Janeiro, Brazil. Roundtrip, including all Taxes",643,0,/Apr 04 2016 - May,13696,PDX - IAH (Houston) - GIG (Rio de Janeiro) - IAH - PDX,<li>Valid for travel until May. Must purchase at least 7 days in advance of departure</li>,04 Apr 2016,United
"American - $302: Philadelphia - Cartagena, Colombia. Roundtrip, including all Taxes",302,0,/April,5868,PHL - MIA (Miami) - BOG (Bogota) - CTG (Cartagena) - BOG - MIA - PHL,<li>Valid for travel in April. Must purchase at least 7 days in advance of departure</li>,04 Apr 2016,American
"American - $835: Seattle - Marrakech, Morocco. Roundtrip, including all Taxes",835,0,"/late October - early December/January, 2017 - February, 2017",15077,SEA - DFW (Dallas) - MAD (Madrid) - RAK (Marrakech) - MAD - MIA (Miami) - SEA,"<li>Valid for travel on the outbound from late October - early December or January, 2017 - February, 2017. Must purchase at least 7 days in advance of departure</li>",04 Apr 2016,American
"American / United - $267: Baltimore - Portland, Oregon (and vice versa). Roundtrip, including all Taxes",267,1,/Apr 03 2016 - early May,6004,SEA (Seattle) - PHX (Phoenix) - BWI - PHX - SEA (Seattle)/BWI - PHX (Phoenix) - SEA (Seattle) - PHX - BWI,<li>Valid for travel until early May. Must purchase at least 7 days in advance of departure</li>,03 Apr 2016,American / United
"United - $718: Newark - Kuala Lumpur, Malaysia. Roundtrip, including all Taxes",718,0,/September - November,20142,EWR - NRT (Tokyo) - KUL (Kuala Lumpur) - NRT - EWR,<li>Valid for travel on the outbound from September - November for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,03 Apr 2016,United
"United - $697: Chicago - Mumbai, India. Roundtrip, including all Taxes",697,0,/May,17016,ORD - EWR (Newark) - BOM (Mumbai) - EWR - ORD,<li>Valid for travel on the outbound in May. Availability is limited. Must purchase at least 3 days in advance of departure.</li>,03 Apr 2016,United
"United - $601: Phoenix  - Chengdu, China. Roundtrip, including all Taxes",601,0,/April,15002,PHX - SFO (San Francisco) - CTU (Chengdu) - SFO - PHX,<li>Valid for travel outbound in April. Availability is limited. Must purchase at least 3 days in advance of departure.</li>,03 Apr 2016,United
"United - $243: Miami / Boston - Salt Lake City, Utah (and vice versa). Roundtrip, including all Taxes",243,1,/Apr 03 2016 - early November,4314,SLC (Salt Lake City) - IAH (Houston) - MIA - IAH - SLC (Salt Lake City)/MIA - IAH (Houston) - SLC (Salt Lake City) - IAH - MIA,<li>Valid for travel until early November. Scattered availability during the Summer months. Must purchase at least 7 days in advance of departure</li>,03 Apr 2016,United
"American / United - $299: Washington D.C. - Port of Spain, Trinidad and Tobago. Roundtrip, including all Taxes",299,0,/Apr 01 2016 - early May,5086,DCA - MIA (Miami) - POS (Port of Spain) - MIA - DCA,<li>Valid for travel until early May. Must purchase at least 3 days in advance of departure</li>,01 Apr 2016,American / United
"[FARE GONE] American - $432: New York - Milan, Italy. Roundtrip, including all Taxes",432,0,"/Apr 01 2016 - early May/late September - early December/January, 2017 - mid February, 2017",7962,JFK - MXP (Milan) - JFK,"<li>Valid for travel on the outbound until early May or late September - early December or January, 2017 - mid February, 2017 for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. A 7 day minimum stay is required. Must purchase at least 7 days in advance of departure</li>",01 Apr 2016,American
"[FARE GONE] Delta - $544: Chicago - Taipei, Taiwan. Roundtrip, including all Taxes",544,0,/September - early December,15932,ORD - DTW (Detroit) - NRT (Tokyo) - TPE (Taipei) - NRT - DTW - ORD,<li>Valid for travel on the outbound from September - early December for Monday through Thursday departures and returns. Must purchase at least 7 day in advance of departure.</li>,01 Apr 2016,Delta
"[FARE GONE] Etihad - About $200: New York / Washington D.C. - Istanbul, Turkey. Roundtrip, including all Taxes",200,0,/Apr 01 2016 - May,17486,JFK - AUH (Abu Dhabi) - IST (Istanbul) - AUH - JFK,"<li>Valid for travel on the outbound until May. <a class=""thirstylink"" title=""CheapOair"" href=""http://www.theflightdeal.com/go/cheapoair/"" target=""_blank"" rel=""nofollow"">CheapOair</a> should price this around $200.</li>",01 Apr 2016,Etihad
"United - $512: Seattle - Taipei, Taiwan. Roundtrip, including all Taxes",512,0,/Apr 01 2016 - May,13239,SEA - NRT (Tokyo) - TPE (Taipei) - SFO (San Francisco) - SEA,<li>Valid for travel on the outbound from until May for Monday through Thursday departures and returns with a 10 day minimum stay. Must purchase at least 14 days in advance of departure.</li>,01 Apr 2016,United
"United - $263: Phoenix - Fort Lauderdale (and vice versa). Roundtrip, including all Taxes",263,1,/Apr 01 2016 - early November,4586,FLL (Fort Lauderdale) - IAH (Houston) - PHX - ORD (Chicago) - FLL (Fort Lauderdale)/PHX - IAH (Houston) - FLL (Fort Lauderdale) - ORD (Chicago) - PHX,<li>Valid for travel until early November. Must purchase at least 7 days in advance of departure</li>,01 Apr 2016,United
"United / Delta - $405: Portland - San Jose, Costa Rica. Roundtrip, including all Taxes",405,0,/Apr 01 2016 - May,6756,PDX - IAH (Houston) - SJO (San Jose) - IAH - PDX,<li><strong>United</strong>: Valid for travel until May. Availability is limited. Must purchase at least 3 days in advance of departure</li>,01 Apr 2016,United / Delta
"[FARE GONE] Delta - $667: San Francisco - Johannesburg, South Africa. Roundtrip, including all Taxes",667,0,/Apr 01 2016 - early May/late August - November,21622,SFO - ATL (Atlanta) - JNB (Johannesburg) - AMS (Amsterdam) - SFO,<li>Valid for travel on the outbound until early May or late August - November. Availability is limited. Must purchase at least 7 days in advance of departure</li>,01 Apr 2016,Delta
"Copa - $283: Boston - San Jose, Costa Rica. Roundtrip, including all Taxes",283,0,/Apr 01 2016 - early June,5374,BOS - PTY (Panama City) - SJO (San Jose) - PTY - BOS,<li>Valid for travel until early June. Availability is limited. Must purchase at least 7 days in advance of departure.</li>,01 Apr 2016,Copa
"American - $214: Los Angeles - Philadelphia (and vice versa). Roundtrip, including all Taxes",214,1,/April 20th - early May,4790,PHL (Philadelphia) - LAX - PHL (Philadelphia)/LAX - PHL (Philadelphia) - LAX,<li>Valid for travel from April 20th - early May for Tuesday and Wednesday departures and returns. Must purchase at least 7 days in advance of departure</li>,01 Apr 2016,American
"United - $691: Baltimore - Beijing, China. Roundtrip, including all Taxes",691,0,/Apr 02 2016 - early May,15522,BWI - SFO (San Francisco) - PEK (Beijing) - ORD (Chicago) - BWI,<li>Valid for travel on the outbound until early May for Sunday through Thursday departures and returns. Must purchase at least 3 days in advance of departure</li>,02 Apr 2016,United
"United - $243: New York - Seattle (and vice versa). Roundtrip, including all Taxes",243,1,/Apr 02 2016 - May/mid August - early November,5731,SEA (Seattle) - IAH (Houston) - LGA - ORD (Chicago) - SEA (Seattle)/LGA - IAH (Houston) - SEA (Seattle) - ORD (Chicago) - LGA,<li>Valid for travel until May or mid August - early November. Must purchase at least 7 days in advance of departure</li>,02 Apr 2016,United
"United - $798: Chicago - Bangkok, Thailand. Roundtrip, including all Taxes",798,0,/late August - September,18284,ORD - NRT (Tokyo) - BKK (Bangkok) - NRT - ORD,<li>Valid for travel on the outbound late August - September for Monday through Thursday departures and returns with a 10 day minimum stay. Must purchase at least 10 days in advance of departure</li>,02 Apr 2016,United
"United - $243: Phoenix - Boston / Miami (and vice versa). Roundtrip, including all Taxes",243,1,/Apr 02 2016 - October,4946,BOS (Boston) - IAH (Houston) - PHX - DEN (Denver) - BOS (Boston)/PHX - IAH (Houston) - BOS (Boston) - DEN (Denver) - PHX,<li><strong>Boston:</strong> Valid for travel until October. Must purchase at least 7 days in advance of departure</li>,02 Apr 2016,United
"United - $419: Portland - Port of Spain, Trinidad and Tobago. Roundtrip, including all Taxes",419,0,/Apr 02 2016 - June,8766,PDX - IAH (Houston) - POS (Port of Spain) - IAH - PDX,<li>Valid for travel until June. Must purchase at least 3 days in advance of departure</li>,02 Apr 2016,United
"United - $456: Seattle - Hong Kong. Roundtrip, including all Taxes",456,0,/Mar 31 2016 - May,14182,SEA - SFO (San Francisco) - HKG (Hong Kong) - NRT (Tokyo) - SEA,<li>Valid for travel on the outbound from until May for Monday through Thursday departures and returns with a 10 day minimum stay. Must purchase at least 3 days in advance of departure.</li>,31 Mar 2016,United
"Delta / United / American - $380: Portland - Belize City, Belize. Roundtrip, including all Taxes",380,0,/Mar 31 2016 - early June,6610,PDX - ATL (Atlanta) - BZE (Belize) - ATL - PDX,<li>Valid for travel until early June. Must purchase at least 7 days in advance of departure</li>,31 Mar 2016,Delta / United / American
"American - $166: Los Angeles - Miami (and vice versa). Roundtrip, including all Taxes",166,1,/April,4674,MIA (Miami) - LAX - MIA (Miami)/LAX - MIA (Miami) - LAX,"<li>Valid for travel in April for Tuesday, Wednesday and Saturday returns and departures. Availability is limited<strong>.</strong> Must purchase at least 7 days in advance of departure</li>",31 Mar 2016,American
"United - $604: Dallas / Philadelphia / Phoenix / Raleigh / St. Louis - Sao Paulo, Brazil. Roundtrip, including all Taxes",604,0,/Mar 31 2016 - June,10268,DFW - IAH (Houston) - GRU (Sao Paulo) - IAH - DFW,<li>Valid for travel until June. Must purchase at least 3 days in advance of departure</li>,31 Mar 2016,United
"Delta - $230: Boston - Liberia, Costa Rica. Roundtrip, including all Taxes",230,0,/Mar 31 2016 - June/late August - November,5074,BOS - ATL (Atlanta) - LIR (Liberia) - ATL - BOS,<li>Valid for travel until June or late August - November. Availability is limited. Must purchase at least 1 day in advance of departure and by <strong>March 31st (TODAY)</strong></li>,31 Mar 2016,Delta
"Delta - $554: San Francisco - Seoul, South Korea. Roundtrip, including all Taxes",554,0,/Mar 31 2016 - mid May,11758,SFO - SEA (Seattle) - ICN (Seoul) - SEA - SFO,<li>Valid for travel on the outbound until mid May for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,31 Mar 2016,Delta
"United - $512 - $540: Miami / Dallas - Taipei, Taiwan. Roundtrip, including all Taxes",512,0,/September - early December,18095,MIA - EWR (Newark) - NRT (Tokyo) - TPE (Taipei) - NRT - IAH (Houston) - MIA,<li>Valid for travel on the outbound from September - early December for Monday through Thursday departures and returns. Must purchase at least 7 day in advance of departure.</li>,31 Mar 2016,United
"[SUMMER EUROPE FARE] United - $799 - $806: Los Angeles - Paris, France / Rome, Italy. Roundtrip, including all Taxes",799,0,/Mar 31 2016 - mid December,11780,LAX - SFO (San Francisco) - CDG (Paris) - ORD (Chicago) - LAX,<li>Valid for travel on the outbound until mid December. Must purchase at least 3 days in advance of departure</li>,31 Mar 2016,[SUMMER EUROPE FARE] United
"[SUMMER EUROPE FARE] United - $508 - $563: New York / Philadelphia / Chicago / Los Angeles - Dublin, Ireland. Roundtrip, including all Taxes",508,0,/April 27th - October,11274,LAX - EWR (Newar) - DUB (Dublin) - EWR - LAX,<li>Valid for travel on the outbound from April 27th - October. Must purchase at least 7 days in advance of departure</li>,31 Mar 2016,[SUMMER EUROPE FARE] United
"United - $336: Newark - Lima, Peru. Roundtrip, including all Taxes",336,0,/Mar 31 2016 - June,7290,EWR - LIM (Lima) - EWR,<li>Valid for travel until June. Availability is extremely limited - just a few scattered dates. Must purchase at least 7 days in advance of departure</li>,31 Mar 2016,United
"Qatar Airways - $977: Boston -  Adelaide, Australia. Roundtrip, including all Taxes",977,0,/May - early June,27066,BOS - DOH (Doha) - ADL - DOH - BOS,<li>Valid for travel on the outbound from May - early June. Must purchase at least 3 days in advance of departure</li>,30 Mar 2016,Qatar Airways
"American - $78: Dallas - Tampa (and vice versa). Roundtrip, including all Taxes",78,1,/April,1842,TPA (Tampa) - DFW - TPA (Tampa)/DFW - TPA (Tampa) - DFW,"<li>Valid for travel in April for Tuesday, Wednesday and Saturday departures and returns. Availability is extremely limited. Must purchase at least 21 days in advance of departure</li>",30 Mar 2016,American
"[SUMMER EUROPE FARE] Delta / United / American - $583: San Francisco - Dublin, Ireland. Roundtrip, including all Taxes",583,0,/April 27th - October,11808,SFO - ATL (Atlanta) - DUB (Dublin) - JFK (New York) - SFO,<li>Valid for travel on the outbound from April 27th - October. Must purchase at least 7 days in advance of departure</li>,30 Mar 2016,[SUMMER EUROPE FARE] Delta / United / American
"United / American / Delta - $467: Seattle - Liberia, Costa Rica. Roundtrip, including all Taxes",467,0,/Mar 30 2016 - May,7790,SEA - ORD (Chicago) - LIR (Liberia) - ORD - SEA,<li>Valid for travel until May. Must purchase at least 14 days in advance of departure</li>,30 Mar 2016,United / American / Delta
"[Summer Europe Fare] United - $480: Washington D.C. - Dublin, Ireland. Roundtrip, including all Taxes",480,0,/April 27th - October,6786,IAD - DUB (Dublin) - IAD,<li>Valid for travel on the outbound from April 27th - October. Must purchase at least 7 days in advance of departure</li>,30 Mar 2016,[Summer Europe Fare] United
"American - $340: San Francisco - Belize City, Belize. Roundtrip, including all Taxes",340,0,/Mar 28 2016 - May,5860,SFO - LAX (Los Angeles) - BZE (Belize) - MIA (Miami) - SFO,<li>Valid for travel until May. Must purchase at least 3 days in advance of departure and by <strong>March 28th (TODAY)</strong></li>,28 Mar 2016,American
"United - $782: Miami - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",782,0,/September - early December,19918,MIA - EWR (Newark) - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - EWR - MIA,<li>Valid for travel on the outbound from September - early December for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,28 Mar 2016,United
"[Summer Europe Fare] American / Delta / United / Emirates - $613: New York - Milan, Italy. Roundtrip, including all Taxes",613,0,/late May - early August,7962,JFK - MXP (Milan) - JFK,<li>Valid for travel on the outbound from late May - early August for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. A 7 day minimum stay is required. Must purchase at least 7 days in advance of departure</li>,28 Mar 2016,[Summer Europe Fare] American / Delta / United / Emirates
"Delta - $625: Washington D.C. / Chicago / Newark - Hong Kong. Roundtrip, including all Taxes",625,0,/Mar 29 2016 - mid May/late August - November,17610,DCA - SEA (Seattle) - HKG (Hong Kong) - SEA - DCA,<li>Valid for travel on the outbound from until mid May or late August - November for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>,29 Mar 2016,Delta
"[FARE GONE] American - $106: New York - Miami (and vice versa). Roundtrip, including all Taxes",106,1,/early May,2182,MIA (Miami) - JFK - MIA (Miami)/JFK - MIA (Miami) - JFK,"<li>Valid for travel in early May. Availability is limited. Must purchase at least 7 days in advance of departure and by <strong>March 29th (TODAY)<br>
</strong></li>",29 Mar 2016,American
"United - $716: Boston - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",716,0,/September - early December,18173,BOS - EWR (Newark) - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - EWR - BOS,<li>Valid for travel on the outbound from September - early December for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,29 Mar 2016,United
"United - $661: Phoenix - Tokyo, Japan. Roundtrip, including all Taxes",661,0,/April,12382,PHX - LAX (Los Angeles) - NRT (Tokyo) - LAX - PHX,<li>Valid for travel in April for Monday through Thursday departures and returns. Must purchase at least 7 days in advance of departure</li>,29 Mar 2016,United
"American - $279: Portland - Cabo San Lucas, Mexico. Roundtrip, including all Taxes",279,0,/Mar 29 2016 - early May,5272,PDX - DFW (Dallas) - SJD (Cabo San Lucas) - DFW - PDX,<li>Valid for travel until early May. Must purchase at least 14 days in advance of departure and by <strong>March 29th (TODAY)</strong></li>,29 Mar 2016,American
"Delta - $627: Los Angeles - Osaka, Japan. Roundtrip, including all Taxes",627,0,/Mar 29 2016 - April,11482,LAX - NRT (Tokyo) - KIX (Osaka) - NRT - LAX,<li>Valid for travel on the outbound until April. Must purchase at least 3 days in advance of departure</li>,29 Mar 2016,Delta
"United - $718: Dallas  - Taipei, Taiwan. Roundtrip, including all Taxes",718,0,/September - early December,15826,DFW - SFO (San Francisco) - TPE (Taipei) - SFO - DFW,<li>Valid for travel on the outbound from September - early December for Monday through Thursday departures and returns. Must purchase at least 7 day in advance of departure.</li>,29 Mar 2016,United
"Copa - $715: San Francisco - Santiago de Chile, Chile. Roundtrip, including all Taxes",715,0,/Mar 29 2016 - May,12610,SFO - PTY (Panama City) - Santiago de Chile (SCL) - PTY - SFO,<li>Valid for travel until May. Must purchase at least 7 days in advance of departure</li>,29 Mar 2016,Copa
"Emirates - $972: Seattle - The Maldives. Roundtrip, including all Taxes",972,0,/Mar 29 2016 - May,18592,"SEA - DXB (Dubai) - MLE (Male, Maldives) - DXB (Dubai) - SEA",<li>Valid for travel on the outbound until May with a 7 day minimum stay for Sunday through Thursday departures from the United States and Monday through Thursday departures to the United States. Must purchase at least 3 days in advance of departure</li>,29 Mar 2016,Emirates
"Avianca / Delta - $287: Washington D.C. - Cartagena, Colombia. Roundtrip, including all Taxes",287,0,/April,5560,IAD - BOG (Bogota) - CTG (Cartagena) - BOG - IAD,<li>Valid for travel in April. Must purchase at least 7 days in advance of departure</li>,30 Mar 2016,Avianca / Delta
"jetBlue - $196: New York - Denver (and vice versa). Roundtrip, including all Taxes",196,1,/Mar 30 2016 - early May,3242,DEN (Denver) - JFK - DEN (Denver)/JFK - DEN (Denver) - JFK,<li>Valid for travel until early May. Availability is limited. Must purchase at least 3 days in advance of departure</li>,30 Mar 2016,jetBlue
"United - $702: Chicago - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",702,0,/September,17408,ORD - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - ORD,<li>Valid for travel on the outbound in September. Availability is limited. Must purchase at least 3 days in advance of departure</li>,30 Mar 2016,United
"Summer Europe Fare - American - $465: Philadelphia - Milan, Italy. Roundtrip, including all Taxes",465,0,/late May - early August,11924,PHL - MIA (Miami) - MXP (Milan) - MIA - PHL,<li>Valid for travel on the outbound from late May - early August for Sunday through Wednesday departures from the United States and Monday through Thursday departures to the United States. A 7 day minimum stay is required. Must purchase at least 7 days in advance of departure</li>,27 Mar 2016,American
"United - $698: Washington D.C. - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",698,0,/late April,18140,DCA - EWR (Newark) - HKG (Hong Kong) - SGN (Ho Chi Minh City) - HKG - EWR - DCA,<li>Valid for travel on the outbound in late April for Sunday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,28 Mar 2016,United
"American - $70: New York - Chicago (and vice versa). Roundtrip, including all Taxes",70,1,/April,1462,ORD (Chicago) - LGA - ORD (Chicago)/LGA - ORD (Chicago) - LGA,<li>Valid for travel in April for Tuesday and Wednesday departures and returns. Availability is extremely limited - just a few scattered dates. Must purchase at least 21 days in advance of departure</li>,28 Mar 2016,American
"Delta / United / American - $302: Boston - Aruba. Roundtrip, including all Taxes",302,0,/Mar 28 2016 - February,5326,BOS - ATL (Atlanta) - AUA (Aruba) - ATL - BOS,<li>Valid for travel until February. Availability is limited. Must purchase at least 3 days in advance of departure</li>,28 Mar 2016,Delta / United / American
"American - $847: Phoenix - Bangkok, Thailand. Roundtrip, including all Taxes",847,0,/Mar 28 2016 - September/September - early December,20038,PHX - DFW (Dallas) - HKG (Hong Kong) - BKK (Bangkok) - HKG - DFW - PHX,<li>Valid for travel on the outbound until September - early December for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 7 days in advance of departure</li>,28 Mar 2016,American
"American - $478: Seattle - Belize City, Belize. Roundtrip, including all Taxes",478,0,/Mar 28 2016 - early May,8125,SEA - LAX (Los Angeles) - MIA (Miami) - BZE (Belize) - MIA - LAX - SEA,<li>Valid for travel until early May for Tuesday and Wednesday departures. Must purchase at least 14 days in advance of departure</li>,28 Mar 2016,American
"American - $339: Portland - Punta Cana, Dominican Republic. Roundtrip, including all Taxes",339,0,/Mar 28 2016 - early May,7596,PDX - CLT (Charlotte) - PUJ (Punta Cana) - CLT - DFW (Dallas) - PDX,<li>Valid for travel until early May. Availability is limited. Must purchase at least 3 days in advance of departure.</li>,28 Mar 2016,American
"Alaska Airlines - $146: Los Angeles - Atlanta (and vice versa). Roundtrip, including all Taxes",146,1,"/October - February, 2017",3882,ATL (Atlanta) - LAX - ATL (Atlanta)/LAX - ATL (Atlanta) - LAX,"<li>Valid for travel from October - February, 2017. Availability is limited. Must purchase at least 7 days in advance of departure</li>",28 Mar 2016,Alaska Airlines
"American - $126: Philadelphia - Las Vegas (and vice versa). Roundtrip, including all Taxes",126,1,/late April,4342,LAS (Las Vegas Vegas) - PHL - LAS (Las Vegas Vegas)/PHL - LAS (Las Vegas Vegas) - PHL,<li>Valid for travel in late April. Availability is limited. Must purchase at least 21 days in advance of departure</li>,28 Mar 2016,American
"United - $680: Dallas - Jakarta, Indonesia. Roundtrip, including all Taxes",680,0,/September 5th - early December,20952,DFW - IAH (Houston) - NRT (Tokyo) - CGK (Jakarta) - NRT - IAH - DFW,<li>Valid for travel on the outbound from September 5th - early December for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>,28 Mar 2016,United
"All Nippon Airways - $806: Chicago - Kuala Lumpur, Malaysia. Roundtrip, including all Taxes",806,0,/September - November,19228,ORD - NRT (Tokyo) - KUL (Kuala Lumpur) - NRT - ORD,<li>Valid for travel on the outbound from September - November for Monday through Thursday departures and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>,27 Mar 2016,All Nippon Airways
"airberlin - $736: Los Angeles - Vienna, Austria. Roundtrip, including all Taxes",736,0,/May,12320,LAX - DUS (Dusseldorf) - VIE (Vienna) - DUS - LAX,<li>Valid for travel in May. Must purchase at least 10 days in advance of departure</li>,27 Mar 2016,airberlin
"United - $748: Phoenix - Jakarta, Indonesia. Roundtrip, including all Taxes",748,0,/September 5th - early December,18862,PHX - LAX (Los Angeles) - NRT (Tokyo) - CGK (Jakarta) - NRT - LAX - PHX,<li>Valid for travel on the outbound from September 5th - early December for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>,27 Mar 2016,United
"United - $646: Boston - Mumbai, India. Roundtrip, including all Taxes",646,0,/April,15982,BOS - EWR (Newark) - BOM (Mumbai) - EWR - BOS,<li>Valid for travel on the outbound in April. Availability is limited. Must purchase at least 3 days in advance of departure.</li>,27 Mar 2016,United
"Delta - $462: Seattle - Quito, Ecuador. Roundtrip, including all Taxes",462,0,/April,10528,SEA - LAX (Los Angeles) - ATL (Atlanta) - UIO (Quito) - ATL - LAX - SEA,<li>Valid for travel in April. Must purchase at least 14 days in advance of departure</li>,27 Mar 2016,Delta
"All Nippon Airways - $745: Seattle - Manila, Philippines. Roundtrip, including all Taxes",745,0,/September - mid November,13298,SEA - NRT (Tokyo) - MNL (Manila) - NRT - SEA,<li>Valid for travel on the outbound from September - mid November for Monday through Thursday departures and returns. Availability is limited. Must purchaseat least 3 days in advance of departure</li>,25 Mar 2016,All Nippon Airways
"American - $644: Portland / Nashville / Omaha / Oklahoma City / Albuquerque - Sao Paulo, Brazil. Roundtrip, including all Taxes",644,0,/Mar 25 2016 - June,13464,PDX - DFW (Dallas) - GRU (Sao Paulo) - DFW - PDX,<li>Valid for travel until June. Must purchase at least 21 days in advance of departure</li>,25 Mar 2016,American
"[FARE GONE] United - $106: Los Angeles - Chicago (and vice versa). Roundtrip, including all Taxes",106,1,/late April - mid May,3480,ORD (Chicago) - LAX - ORD (Chicago)/LAX - ORD (Chicago) - LAX,<li>Valid for travel from late April - mid May. Availability is limited. Must purchase at least 7 days in advance of departure</li>,25 Mar 2016,United
"United - $745: Boston - Bangkok, Thailand. Roundtrip, including all Taxes",745,0,/late August - September,19598,BOS - EWR (Newark) - NRT (Tokyo) - BKK (Bangkok) - NRT - EWR - BOS,<li>Valid for travel from late August - September for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure</li>,25 Mar 2016,United
"American - $120: Miami - Philadelphia (and vice versa). Roundtrip, including all Taxes",120,1,/April,2030,PHL (Philadelphia) - MIA - PHL (Philadelphia)/MIA - PHL (Philadelphia) - MIA,<li>Valid for travel in April. Availability is limited. Must purchase at least 1 day in advance of departure</li>,25 Mar 2016,American
"Air France - $886: San Francisco - Johannesburg, South Africa. Roundtrip, including all Taxes",886,0,/April - May/late August - September,22049,SFO - AMS (Amsterdam) - JNB (Johannesburg) - CDG (Paris) - SFO,<li>Valid for travel on the outbound from April - May or late August - September. Availability is limited. Must purchase at least 7 days in advance of departure</li>,25 Mar 2016,Air France
"American - $251: Baltimore - Sacramento, California (and vice versa). Roundtrip, including all Taxes",251,1,/April - early May,4895,SMF (Sacramento) - CLT (Charlotte) - BWI - CLT - SMF (Sacramento)/BWI - CLT (Charlotte) - SMF (Sacramento) - CLT - BWI,<li>Valid for travel from April - early May. Must purchase at least 14 days in advance of departure</li>,26 Mar 2016,American
"Swiss - $481: New York - Moscow, Russia. Roundtrip, including all Taxes",481,0,/Mar 26 2016 - April 20th,10564,JFK - ZRH (Zurich) - DME (Moscow) - ZRH - JFK,<li>Valid for travel on the outbound until April 20th.Must purchase at least 3 days in advance of departure</li>,26 Mar 2016,Swiss
"United - $733: Chicago - Taipei, Taiwan. Roundtrip, including all Taxes",733,0,/Mar 26 2016 - early May,15900,ORD - SFO (San Francisco) - TPE (Taipei) - NRT (Tokyo) - ORD,<li>Valid for travel on the outbound until early May for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure.</li>,26 Mar 2016,United
"American - $721: Phoenix - Shanghai, China. Roundtrip, including all Taxes",721,0,/May 13th - ,16948,PHX - ORD (Chicago) - PVG (Shanghai) - ORD - PHX,<li>Valid for travel on the outbound from May 13th - 20th for Monday through Thursday departures and returns. Must purchase at least 3 days in advance of departure</li>,26 Mar 2016,American
